hrtf_type,dataset,name_gui,name_short,url,url_alternative,gdrive_url_high,flip_polarity,ash_version_reference,local_version,subject,attribution,license,comments,name_gui_original,name_short_original,default,id
Human Listener,HUTUBS,pp55,HUTUBS-pp55,https://sofacoustics.org/data/database/hutubs/pp55_HRIRs_measured.sofa,https://drive.google.com/file/d/1Z07J0tkPMsdg7dq2C9fH67GwNNeBuZU0/view?usp=drive_link,,yes,3.1.0,1.0.1,pp55,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,568
Human Listener,HUTUBS,pp56,HUTUBS-pp56,https://sofacoustics.org/data/database/hutubs/pp56_HRIRs_measured.sofa,https://drive.google.com/file/d/1EWm3-xrgp2CfdbSDefedUXX2f5zq9zNu/view?usp=drive_link,,yes,3.1.0,1.0.1,pp56,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,569
Human Listener,HUTUBS,pp57,HUTUBS-pp57,https://sofacoustics.org/data/database/hutubs/pp57_HRIRs_measured.sofa,https://drive.google.com/file/d/1woDRnzipFx9zYPIBodlbCLEnsKHrYV8Q/view?usp=drive_link,,yes,3.1.0,1.0.1,pp57,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,570
Human Listener,HUTUBS,pp58,HUTUBS-pp58,https://sofacoustics.org/data/database/hutubs/pp58_HRIRs_measured.sofa,https://drive.google.com/file/d/1EUTGQTd6NgEUKhjC7H18LQBQZtTcQfzy/view?usp=drive_link,,yes,3.1.0,1.0.1,pp58,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,571
Human Listener,HUTUBS,pp59,HUTUBS-pp59,https://sofacoustics.org/data/database/hutubs/pp59_HRIRs_measured.sofa,https://drive.google.com/file/d/1rUg6AC7gY1BKlSo9BHAKV9e9hQJg9Es2/view?usp=drive_link,,yes,3.1.0,1.0.1,pp59,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,572
Human Listener,HUTUBS,pp5,HUTUBS-pp5,https://sofacoustics.org/data/database/hutubs/pp5_HRIRs_measured.sofa,https://drive.google.com/file/d/1iIO7N2uf9xDWCEzEznsEBHWTmvMarNCr/view?usp=drive_link,,yes,3.1.0,1.0.1,pp5,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,573
Human Listener,HUTUBS,pp60,HUTUBS-pp60,https://sofacoustics.org/data/database/hutubs/pp60_HRIRs_measured.sofa,https://drive.google.com/file/d/1avN8BeIq57AxFxTsqsBtrNDQM4iNBFCJ/view?usp=drive_link,,yes,3.1.0,1.0.1,pp60,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,574
Human Listener,HUTUBS,pp61,HUTUBS-pp61,https://sofacoustics.org/data/database/hutubs/pp61_HRIRs_measured.sofa,https://drive.google.com/file/d/1mj06Y2gT3gryktJxPffWK-YjUjHBUta3/view?usp=drive_link,,yes,3.1.0,1.0.1,pp61,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,575
Human Listener,HUTUBS,pp62,HUTUBS-pp62,https://sofacoustics.org/data/database/hutubs/pp62_HRIRs_measured.sofa,https://drive.google.com/file/d/1P8PVNtpO7VkftqH8wHEUUhag-EYJFL_K/view?usp=drive_link,,yes,3.1.0,1.0.1,pp62,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,576
Human Listener,HUTUBS,pp63,HUTUBS-pp63,https://sofacoustics.org/data/database/hutubs/pp63_HRIRs_measured.sofa,https://drive.google.com/file/d/1dCZQVVaLgbDy6KU6zeq738bQzt-wjEzv/view?usp=drive_link,,yes,3.1.0,1.0.1,pp63,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,577
Human Listener,HUTUBS,pp64,HUTUBS-pp64,https://sofacoustics.org/data/database/hutubs/pp64_HRIRs_measured.sofa,https://drive.google.com/file/d/1oY3WUxTg3ObC1VpeIFcdQ4qnA1ASH244/view?usp=drive_link,,yes,3.1.0,1.0.1,pp64,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,578
Human Listener,HUTUBS,pp65,HUTUBS-pp65,https://sofacoustics.org/data/database/hutubs/pp65_HRIRs_measured.sofa,https://drive.google.com/file/d/1FPUM8XRLKLiHXsFPfZCan_sg_KDXjBp3/view?usp=drive_link,,yes,3.1.0,1.0.1,pp65,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,579
Human Listener,HUTUBS,pp66,HUTUBS-pp66,https://sofacoustics.org/data/database/hutubs/pp66_HRIRs_measured.sofa,https://drive.google.com/file/d/1p2cN9WO9BC367GnSE7M4DsahCS4uc1Bx/view?usp=drive_link,,yes,3.1.0,1.0.1,pp66,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,580
Human Listener,HUTUBS,pp67,HUTUBS-pp67,https://sofacoustics.org/data/database/hutubs/pp67_HRIRs_measured.sofa,https://drive.google.com/file/d/16mztOFhmbEc0esqTBank0TsJT7dC-7nA/view?usp=drive_link,,yes,3.1.0,1.0.1,pp67,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,581
Human Listener,HUTUBS,pp68,HUTUBS-pp68,https://sofacoustics.org/data/database/hutubs/pp68_HRIRs_measured.sofa,https://drive.google.com/file/d/1Ia4eF2PwxBly5fNVPk9w2yW46TwbeRSE/view?usp=drive_link,,yes,3.1.0,1.0.1,pp68,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,582
Human Listener,HUTUBS,pp69,HUTUBS-pp69,https://sofacoustics.org/data/database/hutubs/pp69_HRIRs_measured.sofa,https://drive.google.com/file/d/1ZWX6QGu6M97ChAJY-DDwwj5-zkep_afT/view?usp=drive_link,,yes,3.1.0,1.0.1,pp69,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,583
Human Listener,HUTUBS,pp6,HUTUBS-pp6,https://sofacoustics.org/data/database/hutubs/pp6_HRIRs_measured.sofa,https://drive.google.com/file/d/1VUUn-d5G6LhLasItcUWRuopt_GfR9IYw/view?usp=drive_link,,yes,3.1.0,1.0.1,pp6,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,584
Human Listener,HUTUBS,pp70,HUTUBS-pp70,https://sofacoustics.org/data/database/hutubs/pp70_HRIRs_measured.sofa,https://drive.google.com/file/d/1AeuUEslSwH2aUDCiz0pDYR_Jw9-k2IkK/view?usp=drive_link,,yes,3.1.0,1.0.1,pp70,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,585
Human Listener,HUTUBS,pp71,HUTUBS-pp71,https://sofacoustics.org/data/database/hutubs/pp71_HRIRs_measured.sofa,https://drive.google.com/file/d/1Gw738frLaf2SyEa464bMSgNRbW2XoGGz/view?usp=drive_link,,yes,3.1.0,1.0.1,pp71,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,586
Human Listener,HUTUBS,pp72,HUTUBS-pp72,https://sofacoustics.org/data/database/hutubs/pp72_HRIRs_measured.sofa,https://drive.google.com/file/d/1iEkBJKIYqsp2DFcifpH50n9h7YNKksSx/view?usp=drive_link,,yes,3.1.0,1.0.1,pp72,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,587
Human Listener,HUTUBS,pp73,HUTUBS-pp73,https://sofacoustics.org/data/database/hutubs/pp73_HRIRs_measured.sofa,https://drive.google.com/file/d/1fjDHqJ7X1rd0DfzmPvgyx8cMSDqntGZT/view?usp=drive_link,,yes,3.1.0,1.0.1,pp73,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,588
Human Listener,HUTUBS,pp74,HUTUBS-pp74,https://sofacoustics.org/data/database/hutubs/pp74_HRIRs_measured.sofa,https://drive.google.com/file/d/1GbJaw-6lUDj0ZUhDmVch4s8Ce_yMZzwV/view?usp=drive_link,,yes,3.1.0,1.0.1,pp74,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,589
Human Listener,HUTUBS,pp75,HUTUBS-pp75,https://sofacoustics.org/data/database/hutubs/pp75_HRIRs_measured.sofa,https://drive.google.com/file/d/1fwMieWOo47_oedE21nBCiX42z3BTzw_i/view?usp=drive_link,,yes,3.1.0,1.0.1,pp75,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,590
Human Listener,HUTUBS,pp76,HUTUBS-pp76,https://sofacoustics.org/data/database/hutubs/pp76_HRIRs_measured.sofa,https://drive.google.com/file/d/1B401EG-0WiFgp796oGwkpouvNkzaofpf/view?usp=drive_link,,yes,3.1.0,1.0.1,pp76,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,591
Human Listener,HUTUBS,pp77,HUTUBS-pp77,https://sofacoustics.org/data/database/hutubs/pp77_HRIRs_measured.sofa,https://drive.google.com/file/d/1nsZsoon4oWwdUJj4HnI5Y4KVDEqqqf24/view?usp=drive_link,,yes,3.1.0,1.0.1,pp77,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,592
Human Listener,HUTUBS,pp78,HUTUBS-pp78,https://sofacoustics.org/data/database/hutubs/pp78_HRIRs_measured.sofa,https://drive.google.com/file/d/1s-kFYM6hIE112JAeIo1qiWUU-fqcnCYK/view?usp=drive_link,,yes,3.1.0,1.0.1,pp78,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,593
Human Listener,HUTUBS,pp79,HUTUBS-pp79,https://sofacoustics.org/data/database/hutubs/pp79_HRIRs_measured.sofa,https://drive.google.com/file/d/1r5kpTrqPP18NxWECpSp5htHtEMfXRNWm/view?usp=drive_link,,yes,3.1.0,1.0.1,pp79,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,594
Human Listener,HUTUBS,pp7,HUTUBS-pp7,https://sofacoustics.org/data/database/hutubs/pp7_HRIRs_measured.sofa,https://drive.google.com/file/d/1YsndpN3gZ8iAa4rzlLZeKGlK7u10jZpO/view?usp=drive_link,,yes,3.1.0,1.0.1,pp7,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,595
Human Listener,HUTUBS,pp80,HUTUBS-pp80,https://sofacoustics.org/data/database/hutubs/pp80_HRIRs_measured.sofa,https://drive.google.com/file/d/1dWMi1S0vhYS0aIbj1TSyYgFsFIJsakiT/view?usp=drive_link,,yes,3.1.0,1.0.1,pp80,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,596
Human Listener,HUTUBS,pp81,HUTUBS-pp81,https://sofacoustics.org/data/database/hutubs/pp81_HRIRs_measured.sofa,https://drive.google.com/file/d/1hR-v93XBFBMvHdgYi6o-uO9IBzlFD4Ty/view?usp=drive_link,,yes,3.1.0,1.0.1,pp81,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,597
Human Listener,HUTUBS,pp82,HUTUBS-pp82,https://sofacoustics.org/data/database/hutubs/pp82_HRIRs_measured.sofa,https://drive.google.com/file/d/1nU7RFh-gq3NDT77s_9EEcV6PHvmHTbml/view?usp=drive_link,,yes,3.1.0,1.0.1,pp82,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,598
Human Listener,HUTUBS,pp83,HUTUBS-pp83,https://sofacoustics.org/data/database/hutubs/pp83_HRIRs_measured.sofa,https://drive.google.com/file/d/1d9ghdmHP3IrPnPuc2tQV4UHt6XICxsR1/view?usp=drive_link,,yes,3.1.0,1.0.1,pp83,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,599
Human Listener,HUTUBS,pp84,HUTUBS-pp84,https://sofacoustics.org/data/database/hutubs/pp84_HRIRs_measured.sofa,https://drive.google.com/file/d/1Ltg0qApfAvzsJ8KeC0tJBeUQ-y8X-v9v/view?usp=drive_link,,yes,3.1.0,1.0.1,pp84,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,600
Human Listener,HUTUBS,pp85,HUTUBS-pp85,https://sofacoustics.org/data/database/hutubs/pp85_HRIRs_measured.sofa,https://drive.google.com/file/d/19bwB7hh5J5mmcxZxaVBcdgOYtM9bbafg/view?usp=drive_link,,yes,3.1.0,1.0.1,pp85,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,601
Human Listener,HUTUBS,pp86,HUTUBS-pp86,https://sofacoustics.org/data/database/hutubs/pp86_HRIRs_measured.sofa,https://drive.google.com/file/d/1U1EO00yV4lmQOMPnTa-XR9cdkSGIseZ5/view?usp=drive_link,,yes,3.1.0,1.0.1,pp86,"F. Brinkmann, R. Pelzer, J. J. Wohlgemuth, F. Seipel, S. Weinzierl, M. Dinakaran, P. Grosche, and D. Voss, ""The HUTUBS HRTF Database: Head-related transfer functions, anthropometric data, headphone impulse responses, and 3D head models from 96 listeners,” Audio Communication Group, Technical University Berlin and partners, 2019. [Online]. Available: https://depositonce.tu-berlin.de/items/dc2a3076-a291-417e-97f0-7697e332c960","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt, provided appropriate credit is given.",,,,,602
